-nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
0.036649, 0.047120, 0.078534, 0.109948, 0.136126, 0.136126, 0.136126, 0.141361, 0.089005, 0.073298, 0.015707, 0.000000, 
0.036458, 0.046875, 0.083333, 0.109375, 0.135417, 0.135417, 0.135417, 0.140625, 0.088542, 0.072917, 0.015625, 0.000000, 
0.036269, 0.046632, 0.082902, 0.108808, 0.134715, 0.134715, 0.139896, 0.139896, 0.088083, 0.072539, 0.015544, 0.000000, 
0.036082, 0.046392, 0.082474, 0.113402, 0.134021, 0.134021, 0.139175, 0.139175, 0.087629, 0.072165, 0.015464, 0.000000, 
0.035897, 0.046154, 0.082051, 0.117949, 0.133333, 0.133333, 0.138462, 0.138462, 0.087179, 0.071795, 0.015385, 0.000000, 
0.035714, 0.045918, 0.081633, 0.122449, 0.132653, 0.132653, 0.137755, 0.137755, 0.086735, 0.071429, 0.015306, 0.000000, 
0.035533, 0.045685, 0.081218, 0.121827, 0.131980, 0.131980, 0.137056, 0.137056, 0.091371, 0.071066, 0.015228, 0.000000, 
0.035354, 0.045455, 0.080808, 0.121212, 0.131313, 0.131313, 0.141414, 0.136364, 0.090909, 0.070707, 0.015152, 0.000000, 
0.035176, 0.045226, 0.080402, 0.125628, 0.130653, 0.130653, 0.140704, 0.135678, 0.090452, 0.070352, 0.015075, 0.000000, 
0.040000, 0.045000, 0.080000, 0.125000, 0.130000, 0.130000, 0.140000, 0.135000, 0.090000, 0.070000, 0.015000, 0.000000, 
0.039801, 0.049751, 0.079602, 0.124378, 0.129353, 0.129353, 0.139303, 0.134328, 0.089552, 0.069652, 0.014925, 0.000000, 
0.039604, 0.049505, 0.079208, 0.123762, 0.133663, 0.128713, 0.138614, 0.133663, 0.089109, 0.069307, 0.014851, 0.000000, 
0.044335, 0.049261, 0.078818, 0.123153, 0.133005, 0.128079, 0.137931, 0.133005, 0.088670, 0.068966, 0.014778, 0.000000, 
0.049020, 0.049020, 0.078431, 0.122549, 0.132353, 0.127451, 0.137255, 0.132353, 0.088235, 0.068627, 0.014706, 0.000000, 
0.048780, 0.048780, 0.078049, 0.126829, 0.131707, 0.126829, 0.136585, 0.131707, 0.087805, 0.068293, 0.014634, 0.000000, 
0.048544, 0.048544, 0.077670, 0.126214, 0.135922, 0.126214, 0.135922, 0.131068, 0.087379, 0.067961, 0.014563, 0.000000, 
0.048309, 0.048309, 0.077295, 0.130435, 0.135266, 0.125604, 0.135266, 0.130435, 0.086957, 0.067633, 0.014493, 0.000000, 
0.052885, 0.048077, 0.076923, 0.129808, 0.134615, 0.125000, 0.134615, 0.129808, 0.086538, 0.067308, 0.014423, 0.000000, 
0.052632, 0.052632, 0.076555, 0.129187, 0.133971, 0.124402, 0.133971, 0.129187, 0.086124, 0.066986, 0.014354, 0.000000, 
0.052381, 0.052381, 0.076190, 0.128571, 0.133333, 0.128571, 0.133333, 0.128571, 0.085714, 0.066667, 0.014286, 0.000000, 
0.052133, 0.052133, 0.080569, 0.127962, 0.132701, 0.127962, 0.132701, 0.127962, 0.085308, 0.066351, 0.014218, 0.000000, 
0.051887, 0.051887, 0.080189, 0.127358, 0.132075, 0.132075, 0.132075, 0.127358, 0.084906, 0.066038, 0.014151, 0.000000, 
0.051643, 0.051643, 0.079812, 0.126761, 0.131455, 0.131455, 0.131455, 0.126761, 0.084507, 0.070423, 0.014085, 0.000000, 
0.051402, 0.051402, 0.084112, 0.126168, 0.130841, 0.130841, 0.130841, 0.126168, 0.084112, 0.070093, 0.014019, 0.000000, 
0.051163, 0.051163, 0.083721, 0.125581, 0.130233, 0.130233, 0.130233, 0.125581, 0.088372, 0.069767, 0.013953, 0.000000, 
0.050926, 0.050926, 0.083333, 0.125000, 0.129630, 0.129630, 0.129630, 0.125000, 0.087963, 0.074074, 0.013889, 0.000000, 
0.050691, 0.050691, 0.082949, 0.129032, 0.129032, 0.129032, 0.129032, 0.124424, 0.087558, 0.073733, 0.013825, 0.000000, 
0.050459, 0.050459, 0.082569, 0.128440, 0.128440, 0.128440, 0.133028, 0.123853, 0.087156, 0.073394, 0.013761, 0.000000, 
0.050228, 0.050228, 0.082192, 0.132420, 0.127854, 0.127854, 0.132420, 0.123288, 0.086758, 0.073059, 0.013699, 0.000000, 
0.050000, 0.050000, 0.081818, 0.131818, 0.127273, 0.127273, 0.136364, 0.122727, 0.086364, 0.072727, 0.013636, 0.000000, 
0.049774, 0.049774, 0.081448, 0.131222, 0.131222, 0.126697, 0.135747, 0.122172, 0.085973, 0.072398, 0.013575, 0.000000, 
0.049550, 0.049550, 0.081081, 0.130631, 0.130631, 0.130631, 0.135135, 0.121622, 0.085586, 0.072072, 0.013514, 0.000000, 
0.049327, 0.049327, 0.085202, 0.130045, 0.130045, 0.130045, 0.134529, 0.121076, 0.085202, 0.071749, 0.013453, 0.000000, 
0.049107, 0.049107, 0.084821, 0.133929, 0.129464, 0.129464, 0.133929, 0.120536, 0.084821, 0.071429, 0.013393, 0.000000, 
0.048889, 0.048889, 0.084444, 0.133333, 0.133333, 0.128889, 0.133333, 0.120000, 0.084444, 0.071111, 0.013333, 0.000000, 
0.048673, 0.048673, 0.084071, 0.132743, 0.132743, 0.128319, 0.137168, 0.119469, 0.084071, 0.070796, 0.013274, 0.000000, 
0.048458, 0.048458, 0.083700, 0.132159, 0.132159, 0.132159, 0.136564, 0.118943, 0.083700, 0.070485, 0.013216, 0.000000, 
0.048246, 0.048246, 0.087719, 0.131579, 0.131579, 0.131579, 0.135965, 0.118421, 0.083333, 0.070175, 0.013158, 0.000000, 
0.048035, 0.048035, 0.087336, 0.131004, 0.131004, 0.131004, 0.135371, 0.122271, 0.082969, 0.069869, 0.013100, 0.000000, 
0.047826, 0.047826, 0.086957, 0.134783, 0.130435, 0.130435, 0.134783, 0.121739, 0.082609, 0.069565, 0.013043, 0.000000, 
0.047619, 0.047619, 0.086580, 0.134199, 0.129870, 0.129870, 0.134199, 0.125541, 0.082251, 0.069264, 0.012987, 0.000000, 
0.047414, 0.047414, 0.086207, 0.133621, 0.129310, 0.133621, 0.133621, 0.125000, 0.081897, 0.068966, 0.012931, 0.000000, 
0.047210, 0.047210, 0.085837, 0.133047, 0.128755, 0.133047, 0.137339, 0.124464, 0.081545, 0.068670, 0.012876, 0.000000, 
0.047009, 0.047009, 0.085470, 0.132479, 0.128205, 0.132479, 0.136752, 0.128205, 0.081197, 0.068376, 0.012821, 0.000000, 
0.046809, 0.046809, 0.085106, 0.136170, 0.127660, 0.131915, 0.136170, 0.127660, 0.080851, 0.068085, 0.012766, 0.000000, 
0.046610, 0.046610, 0.084746, 0.135593, 0.127119, 0.131356, 0.139831, 0.127119, 0.080508, 0.067797, 0.012712, 0.000000, 
0.046414, 0.046414, 0.084388, 0.135021, 0.126582, 0.135021, 0.139241, 0.126582, 0.080169, 0.067511, 0.012658, 0.000000, 
0.046218, 0.050420, 0.084034, 0.134454, 0.126050, 0.134454, 0.138655, 0.126050, 0.079832, 0.067227, 0.012605, 0.000000, 
0.046025, 0.050209, 0.083682, 0.133891, 0.125523, 0.133891, 0.142259, 0.125523, 0.079498, 0.066946, 0.012552, 0.000000, 
0.045833, 0.050000, 0.083333, 0.133333, 0.125000, 0.133333, 0.145833, 0.125000, 0.079167, 0.066667, 0.012500, 0.000000, 
0.045643, 0.049793, 0.082988, 0.132780, 0.124481, 0.132780, 0.145228, 0.128631, 0.078838, 0.066390, 0.012448, 0.000000, 
0.045455, 0.049587, 0.082645, 0.132231, 0.123967, 0.132231, 0.144628, 0.128099, 0.078512, 0.070248, 0.012397, 0.000000, 
0.045267, 0.049383, 0.082305, 0.131687, 0.123457, 0.131687, 0.144033, 0.127572, 0.082305, 0.069959, 0.012346, 0.000000, 
0.045082, 0.049180, 0.081967, 0.131148, 0.122951, 0.131148, 0.143443, 0.127049, 0.081967, 0.073770, 0.012295, 0.000000, 
0.044898, 0.048980, 0.081633, 0.130612, 0.122449, 0.134694, 0.142857, 0.126531, 0.081633, 0.073469, 0.012245, 0.000000, 
0.044715, 0.048780, 0.081301, 0.130081, 0.121951, 0.138211, 0.142276, 0.126016, 0.081301, 0.073171, 0.012195, 0.000000, 
0.044534, 0.048583, 0.080972, 0.129555, 0.121457, 0.137652, 0.141700, 0.129555, 0.080972, 0.072874, 0.012146, 0.000000, 
0.044355, 0.048387, 0.084677, 0.129032, 0.120968, 0.137097, 0.141129, 0.129032, 0.080645, 0.072581, 0.012097, 0.000000, 
0.044177, 0.048193, 0.084337, 0.128514, 0.120482, 0.136546, 0.144578, 0.128514, 0.080321, 0.072289, 0.012048, 0.000000, 
0.044000, 0.048000, 0.084000, 0.128000, 0.124000, 0.136000, 0.144000, 0.128000, 0.080000, 0.072000, 0.012000, 0.000000, 
0.043825, 0.047809, 0.083665, 0.127490, 0.123506, 0.139442, 0.143426, 0.127490, 0.079681, 0.071713, 0.011952, 0.000000, 
0.043651, 0.047619, 0.083333, 0.130952, 0.123016, 0.138889, 0.142857, 0.126984, 0.079365, 0.071429, 0.011905, 0.000000, 
0.043478, 0.047431, 0.083004, 0.130435, 0.122530, 0.138340, 0.142292, 0.126482, 0.083004, 0.071146, 0.011858, 0.000000, 
0.043307, 0.047244, 0.082677, 0.129921, 0.122047, 0.137795, 0.145669, 0.125984, 0.082677, 0.070866, 0.011811, 0.000000, 
0.043137, 0.047059, 0.082353, 0.133333, 0.121569, 0.137255, 0.145098, 0.125490, 0.082353, 0.070588, 0.011765, 0.000000, 
0.042969, 0.046875, 0.082031, 0.132812, 0.121094, 0.140625, 0.144531, 0.125000, 0.082031, 0.070312, 0.011719, 0.000000, 
0.042802, 0.046693, 0.081712, 0.132296, 0.120623, 0.143969, 0.143969, 0.124514, 0.081712, 0.070039, 0.011673, 0.000000, 
0.042636, 0.046512, 0.081395, 0.131783, 0.124031, 0.143411, 0.143411, 0.124031, 0.081395, 0.069767, 0.011628, 0.000000, 
0.042471, 0.046332, 0.081081, 0.131274, 0.123552, 0.142857, 0.142857, 0.123552, 0.081081, 0.073359, 0.011583, 0.000000, 
0.042308, 0.046154, 0.080769, 0.130769, 0.126923, 0.142308, 0.142308, 0.123077, 0.080769, 0.073077, 0.011538, 0.000000, 
0.042146, 0.045977, 0.080460, 0.130268, 0.126437, 0.145594, 0.141762, 0.122605, 0.080460, 0.072797, 0.011494, 0.000000, 
0.041985, 0.045802, 0.080153, 0.129771, 0.125954, 0.145038, 0.145038, 0.122137, 0.080153, 0.072519, 0.011450, 0.000000, 
0.041825, 0.045627, 0.079848, 0.129278, 0.129278, 0.144487, 0.144487, 0.121673, 0.079848, 0.072243, 0.011407, 0.000000, 
0.045455, 0.045455, 0.079545, 0.128788, 0.128788, 0.143939, 0.143939, 0.121212, 0.079545, 0.071970, 0.011364, 0.000000, 
0.045283, 0.045283, 0.079245, 0.128302, 0.128302, 0.143396, 0.147170, 0.120755, 0.079245, 0.071698, 0.011321, 0.000000, 
0.045113, 0.048872, 0.078947, 0.127820, 0.127820, 0.142857, 0.146617, 0.120301, 0.078947, 0.071429, 0.011278, 0.000000, 
0.044944, 0.048689, 0.078652, 0.127341, 0.131086, 0.142322, 0.146067, 0.119850, 0.078652, 0.071161, 0.011236, 0.000000, 
0.044776, 0.048507, 0.078358, 0.126866, 0.130597, 0.141791, 0.145522, 0.119403, 0.078358, 0.074627, 0.011194, 0.000000, 
0.044610, 0.048327, 0.078067, 0.130112, 0.130112, 0.141264, 0.144981, 0.118959, 0.078067, 0.074349, 0.011152, 0.000000, 
0.044444, 0.048148, 0.077778, 0.129630, 0.129630, 0.140741, 0.148148, 0.118519, 0.077778, 0.074074, 0.011111, 0.000000, 
0.044280, 0.047970, 0.081181, 0.129151, 0.129151, 0.140221, 0.147601, 0.118081, 0.077491, 0.073801, 0.011070, 0.000000, 
0.044118, 0.047794, 0.080882, 0.128676, 0.128676, 0.139706, 0.150735, 0.117647, 0.077206, 0.073529, 0.011029, 0.000000, 
0.043956, 0.051282, 0.080586, 0.128205, 0.128205, 0.139194, 0.150183, 0.117216, 0.076923, 0.073260, 0.010989, 0.000000, 
0.043796, 0.051095, 0.080292, 0.127737, 0.131387, 0.138686, 0.149635, 0.116788, 0.076642, 0.072993, 0.010949, 0.000000, 
0.043636, 0.050909, 0.080000, 0.130909, 0.130909, 0.138182, 0.149091, 0.116364, 0.076364, 0.072727, 0.010909, 0.000000, 
0.043478, 0.050725, 0.079710, 0.134058, 0.130435, 0.137681, 0.148551, 0.115942, 0.076087, 0.072464, 0.010870, 0.000000, 
0.043321, 0.050542, 0.079422, 0.133574, 0.129964, 0.140794, 0.148014, 0.115523, 0.075812, 0.072202, 0.010830, 0.000000, 
0.043165, 0.050360, 0.079137, 0.133094, 0.129496, 0.140288, 0.147482, 0.115108, 0.075540, 0.071942, 0.014388, 0.000000, 
0.043011, 0.050179, 0.078853, 0.132616, 0.129032, 0.143369, 0.146953, 0.114695, 0.075269, 0.071685, 0.014337, 0.000000, 
0.042857, 0.050000, 0.078571, 0.132143, 0.128571, 0.142857, 0.146429, 0.117857, 0.075000, 0.071429, 0.014286, 0.000000, 
0.042705, 0.049822, 0.078292, 0.131673, 0.128114, 0.142349, 0.145907, 0.117438, 0.078292, 0.071174, 0.014235, 0.000000, 
0.042553, 0.049645, 0.078014, 0.131206, 0.127660, 0.141844, 0.145390, 0.117021, 0.081560, 0.070922, 0.014184, 0.000000, 
0.042403, 0.049470, 0.077739, 0.130742, 0.127208, 0.144876, 0.144876, 0.116608, 0.081272, 0.070671, 0.014134, 0.000000, 
0.042254, 0.049296, 0.077465, 0.130282, 0.130282, 0.144366, 0.144366, 0.116197, 0.080986, 0.070423, 0.014085, 0.000000, 
0.042105, 0.049123, 0.077193, 0.129825, 0.129825, 0.143860, 0.147368, 0.115789, 0.080702, 0.070175, 0.014035, 0.000000, 
0.041958, 0.048951, 0.076923, 0.129371, 0.132867, 0.143357, 0.146853, 0.115385, 0.080420, 0.069930, 0.013986, 0.000000, 
0.041812, 0.048780, 0.076655, 0.128920, 0.132404, 0.146341, 0.146341, 0.114983, 0.080139, 0.069686, 0.013937, 0.000000, 
0.041667, 0.048611, 0.076389, 0.128472, 0.131944, 0.145833, 0.145833, 0.114583, 0.083333, 0.069444, 0.013889, 0.000000, 
0.041522, 0.048443, 0.076125, 0.131488, 0.131488, 0.145329, 0.145329, 0.114187, 0.083045, 0.069204, 0.013841, 0.000000, 
0.041379, 0.048276, 0.075862, 0.131034, 0.131034, 0.144828, 0.144828, 0.113793, 0.082759, 0.068966, 0.017241, 0.000000, 
0.041237, 0.048110, 0.075601, 0.130584, 0.134021, 0.144330, 0.144330, 0.113402, 0.082474, 0.068729, 0.017182, 0.000000, 
0.041096, 0.051370, 0.075342, 0.130137, 0.133562, 0.143836, 0.143836, 0.113014, 0.082192, 0.068493, 0.017123, 0.000000, 
0.040956, 0.051195, 0.075085, 0.129693, 0.133106, 0.143345, 0.143345, 0.116041, 0.081911, 0.068259, 0.017065, 0.000000, 
0.040816, 0.051020, 0.074830, 0.129252, 0.132653, 0.142857, 0.146259, 0.115646, 0.081633, 0.068027, 0.017007, 0.000000, 
0.040678, 0.054237, 0.074576, 0.128814, 0.132203, 0.142373, 0.145763, 0.115254, 0.081356, 0.067797, 0.016949, 0.000000, 
0.040541, 0.054054, 0.074324, 0.128378, 0.131757, 0.141892, 0.148649, 0.114865, 0.081081, 0.067568, 0.016892, 0.000000, 
0.040404, 0.053872, 0.074074, 0.127946, 0.131313, 0.144781, 0.148148, 0.114478, 0.080808, 0.067340, 0.016835, 0.000000, 
0.040268, 0.053691, 0.073826, 0.127517, 0.130872, 0.147651, 0.147651, 0.114094, 0.080537, 0.067114, 0.016779, 0.000000, 
0.040134, 0.053512, 0.076923, 0.127090, 0.130435, 0.147157, 0.147157, 0.113712, 0.080268, 0.066890, 0.016722, 0.000000, 
0.040000, 0.053333, 0.076667, 0.130000, 0.130000, 0.146667, 0.146667, 0.113333, 0.080000, 0.066667, 0.016667, 0.000000, 
0.039867, 0.053156, 0.076412, 0.129568, 0.129568, 0.149502, 0.146179, 0.112957, 0.079734, 0.066445, 0.016611, 0.000000, 
0.039735, 0.052980, 0.079470, 0.129139, 0.129139, 0.149007, 0.145695, 0.112583, 0.079470, 0.066225, 0.016556, 0.000000, 
0.039604, 0.052805, 0.079208, 0.128713, 0.128713, 0.148515, 0.148515, 0.112211, 0.079208, 0.066007, 0.016502, 0.000000, 
0.039474, 0.052632, 0.078947, 0.128289, 0.128289, 0.148026, 0.148026, 0.111842, 0.082237, 0.065789, 0.016447, 0.000000, 
0.039344, 0.052459, 0.081967, 0.127869, 0.127869, 0.147541, 0.147541, 0.111475, 0.081967, 0.065574, 0.016393, 0.000000, 
0.039216, 0.052288, 0.081699, 0.127451, 0.127451, 0.147059, 0.147059, 0.114379, 0.081699, 0.065359, 0.016340, 0.000000, 
0.039088, 0.052117, 0.084691, 0.127036, 0.127036, 0.146580, 0.146580, 0.114007, 0.081433, 0.065147, 0.016287, 0.000000, 
0.038961, 0.051948, 0.084416, 0.129870, 0.126623, 0.146104, 0.146104, 0.113636, 0.081169, 0.064935, 0.016234, 0.000000, 
0.038835, 0.051780, 0.084142, 0.129450, 0.126214, 0.145631, 0.145631, 0.113269, 0.084142, 0.064725, 0.016181, 0.000000, 
0.038710, 0.051613, 0.083871, 0.129032, 0.125806, 0.145161, 0.145161, 0.112903, 0.083871, 0.064516, 0.019355, 0.000000, 
0.038585, 0.051447, 0.083601, 0.128617, 0.125402, 0.144695, 0.144695, 0.112540, 0.083601, 0.067524, 0.019293, 0.000000, 
0.038462, 0.051282, 0.086538, 0.128205, 0.125000, 0.144231, 0.144231, 0.112179, 0.083333, 0.067308, 0.019231, 0.000000, 
0.038339, 0.051118, 0.086262, 0.127796, 0.127796, 0.143770, 0.143770, 0.111821, 0.083067, 0.067093, 0.019169, 0.000000, 
0.038217, 0.050955, 0.085987, 0.127389, 0.127389, 0.143312, 0.143312, 0.114650, 0.082803, 0.066879, 0.019108, 0.000000, 
0.038095, 0.050794, 0.088889, 0.126984, 0.126984, 0.142857, 0.142857, 0.114286, 0.082540, 0.066667, 0.019048, 0.000000, 
0.037975, 0.050633, 0.088608, 0.126582, 0.126582, 0.142405, 0.142405, 0.117089, 0.082278, 0.066456, 0.018987, 0.000000, 
0.037855, 0.050473, 0.088328, 0.126183, 0.126183, 0.145110, 0.141956, 0.116719, 0.082019, 0.066246, 0.018927, 0.000000, 
0.037736, 0.050314, 0.088050, 0.125786, 0.125786, 0.144654, 0.141509, 0.116352, 0.084906, 0.066038, 0.018868, 0.000000, 
0.037618, 0.050157, 0.087774, 0.125392, 0.125392, 0.144201, 0.144201, 0.115987, 0.084639, 0.065831, 0.018809, 0.000000, 
0.037500, 0.050000, 0.087500, 0.125000, 0.125000, 0.143750, 0.146875, 0.115625, 0.084375, 0.065625, 0.018750, 0.000000, 
0.037383, 0.049844, 0.087227, 0.124611, 0.124611, 0.143302, 0.149533, 0.115265, 0.084112, 0.065421, 0.018692, 0.000000, 
0.037267, 0.049689, 0.086957, 0.127329, 0.124224, 0.142857, 0.149068, 0.114907, 0.083851, 0.065217, 0.018634, 0.000000, 
0.040248, 0.049536, 0.086687, 0.126935, 0.123839, 0.142415, 0.148607, 0.114551, 0.083591, 0.065015, 0.018576, 0.000000, 
0.040123, 0.049383, 0.086420, 0.126543, 0.123457, 0.141975, 0.148148, 0.117284, 0.083333, 0.064815, 0.018519, 0.000000, 
0.040000, 0.049231, 0.086154, 0.126154, 0.126154, 0.141538, 0.147692, 0.116923, 0.083077, 0.064615, 0.018462, 0.000000, 
0.039877, 0.049080, 0.088957, 0.125767, 0.125767, 0.141104, 0.147239, 0.116564, 0.082822, 0.064417, 0.018405, 0.000000, 
0.039755, 0.048930, 0.088685, 0.128440, 0.125382, 0.140673, 0.146789, 0.116208, 0.082569, 0.064220, 0.018349, 0.000000, 
0.039634, 0.048780, 0.088415, 0.128049, 0.125000, 0.140244, 0.149390, 0.115854, 0.082317, 0.064024, 0.018293, 0.000000, 
0.039514, 0.048632, 0.088146, 0.127660, 0.124620, 0.139818, 0.148936, 0.118541, 0.082067, 0.063830, 0.018237, 0.000000, 
0.039394, 0.048485, 0.087879, 0.127273, 0.124242, 0.139394, 0.151515, 0.118182, 0.081818, 0.063636, 0.018182, 0.000000, 
0.039275, 0.048338, 0.087613, 0.126888, 0.123867, 0.138973, 0.151057, 0.117825, 0.081571, 0.066465, 0.018127, 0.000000, 
0.039157, 0.048193, 0.087349, 0.126506, 0.123494, 0.138554, 0.153614, 0.117470, 0.081325, 0.066265, 0.018072, 0.000000, 
0.039039, 0.048048, 0.087087, 0.126126, 0.123123, 0.141141, 0.153153, 0.117117, 0.081081, 0.066066, 0.018018, 0.000000, 
0.038922, 0.047904, 0.086826, 0.125749, 0.122754, 0.140719, 0.155689, 0.116766, 0.080838, 0.065868, 0.017964, 0.000000, 
0.038806, 0.047761, 0.086567, 0.125373, 0.122388, 0.143284, 0.155224, 0.116418, 0.080597, 0.065672, 0.017910, 0.000000, 
0.038690, 0.047619, 0.086310, 0.125000, 0.122024, 0.142857, 0.154762, 0.119048, 0.080357, 0.065476, 0.017857, 0.000000, 
0.038576, 0.047478, 0.086053, 0.124629, 0.124629, 0.142433, 0.154303, 0.118694, 0.080119, 0.065282, 0.017804, 0.000000, 
0.038462, 0.047337, 0.085799, 0.124260, 0.124260, 0.144970, 0.153846, 0.118343, 0.079882, 0.065089, 0.017751, 0.000000, 
0.038348, 0.047198, 0.085546, 0.123894, 0.123894, 0.147493, 0.153392, 0.117994, 0.079646, 0.064897, 0.017699, 0.000000, 
0.038235, 0.047059, 0.085294, 0.123529, 0.123529, 0.150000, 0.152941, 0.117647, 0.079412, 0.064706, 0.017647, 0.000000, 
0.038123, 0.046921, 0.085044, 0.123167, 0.123167, 0.149560, 0.152493, 0.120235, 0.079179, 0.064516, 0.017595, 0.000000, 
0.038012, 0.046784, 0.084795, 0.122807, 0.122807, 0.149123, 0.154971, 0.119883, 0.078947, 0.064327, 0.017544, 0.000000, 
0.037901, 0.046647, 0.084548, 0.122449, 0.122449, 0.148688, 0.154519, 0.122449, 0.078717, 0.064140, 0.017493, 0.000000, 
0.037791, 0.046512, 0.084302, 0.122093, 0.122093, 0.151163, 0.154070, 0.122093, 0.078488, 0.063953, 0.017442, 0.000000, 
0.037681, 0.046377, 0.084058, 0.121739, 0.121739, 0.153623, 0.153623, 0.121739, 0.078261, 0.063768, 0.017391, 0.000000, 
0.037572, 0.046243, 0.083815, 0.124277, 0.121387, 0.153179, 0.153179, 0.121387, 0.078035, 0.063584, 0.017341, 0.000000, 
0.037464, 0.046110, 0.083573, 0.123919, 0.121037, 0.155620, 0.152738, 0.121037, 0.077810, 0.063401, 0.017291, 0.000000, 
0.037356, 0.045977, 0.083333, 0.123563, 0.120690, 0.158046, 0.152299, 0.120690, 0.077586, 0.063218, 0.017241, 0.000000, 
0.037249, 0.045845, 0.083095, 0.123209, 0.120344, 0.157593, 0.151862, 0.120344, 0.077364, 0.063037, 0.020057, 0.000000, 
0.037143, 0.045714, 0.082857, 0.122857, 0.120000, 0.160000, 0.151429, 0.120000, 0.077143, 0.062857, 0.020000, 0.000000, 
0.037037, 0.045584, 0.082621, 0.122507, 0.119658, 0.162393, 0.150997, 0.119658, 0.076923, 0.062678, 0.019943, 0.000000, 
0.036932, 0.045455, 0.082386, 0.122159, 0.122159, 0.161932, 0.150568, 0.119318, 0.076705, 0.062500, 0.019886, 0.000000, 
0.036827, 0.045326, 0.082153, 0.121813, 0.121813, 0.164306, 0.150142, 0.118980, 0.076487, 0.062323, 0.019830, 0.000000, 
0.036723, 0.045198, 0.081921, 0.121469, 0.121469, 0.163842, 0.149718, 0.121469, 0.076271, 0.062147, 0.019774, 0.000000, 
0.036620, 0.045070, 0.081690, 0.121127, 0.123944, 0.163380, 0.149296, 0.121127, 0.076056, 0.061972, 0.019718, 0.000000, 
0.036517, 0.044944, 0.081461, 0.120787, 0.123596, 0.162921, 0.151685, 0.120787, 0.075843, 0.061798, 0.019663, 0.000000, 
0.036415, 0.044818, 0.081232, 0.123249, 0.123249, 0.162465, 0.151261, 0.120448, 0.075630, 0.061625, 0.019608, 0.000000, 
0.036313, 0.044693, 0.081006, 0.122905, 0.125698, 0.162011, 0.150838, 0.120112, 0.075419, 0.061453, 0.019553, 0.000000, 
0.036212, 0.044568, 0.083565, 0.122563, 0.125348, 0.161560, 0.150418, 0.119777, 0.075209, 0.061281, 0.019499, 0.000000, 
0.036111, 0.047222, 0.083333, 0.122222, 0.125000, 0.161111, 0.150000, 0.119444, 0.075000, 0.061111, 0.019444, 0.000000, 
0.036011, 0.047091, 0.083102, 0.121884, 0.124654, 0.160665, 0.149584, 0.119114, 0.074792, 0.060942, 0.022161, 0.000000, 
0.035912, 0.046961, 0.082873, 0.121547, 0.124309, 0.160221, 0.151934, 0.118785, 0.074586, 0.060773, 0.022099, 0.000000, 
0.038567, 0.046832, 0.082645, 0.121212, 0.123967, 0.159780, 0.151515, 0.118457, 0.074380, 0.060606, 0.022039, 0.000000, 
0.038462, 0.046703, 0.082418, 0.120879, 0.123626, 0.159341, 0.151099, 0.118132, 0.076923, 0.060440, 0.021978, 0.000000, 
0.038356, 0.046575, 0.082192, 0.120548, 0.123288, 0.158904, 0.153425, 0.117808, 0.076712, 0.060274, 0.021918, 0.000000, 
0.038251, 0.046448, 0.081967, 0.120219, 0.125683, 0.158470, 0.153005, 0.117486, 0.076503, 0.060109, 0.021858, 0.000000, 
0.038147, 0.049046, 0.081744, 0.119891, 0.125341, 0.158038, 0.152589, 0.117166, 0.076294, 0.059946, 0.021798, 0.000000, 
0.038043, 0.048913, 0.081522, 0.119565, 0.125000, 0.157609, 0.152174, 0.116848, 0.076087, 0.062500, 0.021739, 0.000000, 
0.037940, 0.048780, 0.081301, 0.119241, 0.124661, 0.159892, 0.151762, 0.116531, 0.075881, 0.062331, 0.021680, 0.000000, 
0.037838, 0.048649, 0.081081, 0.118919, 0.124324, 0.162162, 0.151351, 0.116216, 0.075676, 0.062162, 0.021622, 0.000000, 
0.037736, 0.048518, 0.080863, 0.118598, 0.123989, 0.161725, 0.150943, 0.115903, 0.078167, 0.061995, 0.021563, 0.000000, 
0.037634, 0.048387, 0.080645, 0.120968, 0.123656, 0.161290, 0.150538, 0.115591, 0.077957, 0.061828, 0.021505, 0.000000, 
0.037534, 0.048257, 0.080429, 0.123324, 0.123324, 0.160858, 0.150134, 0.115281, 0.077748, 0.061662, 0.021448, 0.000000, 
0.037433, 0.048128, 0.080214, 0.122995, 0.125668, 0.160428, 0.149733, 0.114973, 0.077540, 0.061497, 0.021390, 0.000000, 
0.037333, 0.048000, 0.080000, 0.125333, 0.125333, 0.160000, 0.149333, 0.114667, 0.077333, 0.061333, 0.021333, 0.000000, 
0.037234, 0.050532, 0.079787, 0.125000, 0.125000, 0.159574, 0.148936, 0.114362, 0.077128, 0.061170, 0.021277, 0.000000, 
0.037135, 0.050398, 0.079576, 0.124668, 0.124668, 0.159151, 0.148541, 0.116711, 0.076923, 0.061008, 0.021220, 0.000000, 
0.039683, 0.050265, 0.079365, 0.124339, 0.124339, 0.158730, 0.148148, 0.116402, 0.076720, 0.060847, 0.021164, 0.000000, 
0.039578, 0.050132, 0.079156, 0.126649, 0.124011, 0.158311, 0.147757, 0.116095, 0.076517, 0.060686, 0.021108, 0.000000, 
0.039474, 0.050000, 0.078947, 0.126316, 0.123684, 0.157895, 0.150000, 0.115789, 0.076316, 0.060526, 0.021053, 0.000000, 
0.039370, 0.049869, 0.078740, 0.125984, 0.125984, 0.157480, 0.149606, 0.115486, 0.076115, 0.060367, 0.020997, 0.000000, 
